order_id,order_date,updated_date,status,channel,fulfillment,shipping_tier,product_id,category,quantity,currency,unit_price,tax,shipping_cost,discount,city,state,country,payment_method,is_business
ORD-0406,2026-02-17 21:05:24,2026-02-17 22:46:58,Shipped,MX,Seller,Standard,PROD-40,Smoked Salt,1,MXN,135.0,,43.08,,CIUDAD DE MEXICO,CIUDAD DE MEXICO,MX,CreditCard,False
ORD-0064,2026-02-17 19:45:30,2026-02-18 06:11:58,Shipped,MX,Seller,Standard,PROD-40,Smoked Salt,1,MXN,135.0,,83.08,,TLALTENANGO DE SÁNCHEZ ROMÁN,ZACATECAS,MX,CreditCard,False
ORD-0272,2026-02-17 18:36:05,2026-02-18 05:57:23,Shipped,MX,Platform,Expedited,PROD-11,Bundle,1,MXN,549.9,,,,Hermosillo,Sonora,MX,CreditCard,False
ORD-0073,2026-02-17 17:43:38,2026-02-18 08:50:27,Shipped,MX,Platform,Expedited,PROD-13,Bundle,1,MXN,799.2,,,,SAN ANDRES CHOLULA,PUEBLA,MX,CreditCard,False
ORD-0257,2026-02-17 14:48:49,2026-02-20 15:26:56,Cancelled,MX,Platform,Standard,PROD-13,Bundle,0,,,,,,MERIDA,YUCATAN,MX,CreditCard,False
ORD-0555,2026-02-17 05:08:11,2026-02-18 09:48:21,Shipped,MX,Platform,Standard,PROD-13,Bundle,1,MXN,799.2,,29.0,,SALTILLO,COAHUILA DE ZARAGOZA,MX,CreditCard,False
ORD-0336,2026-02-17 04:02:45,2026-02-17 15:07:34,Shipped,MX,Seller,Standard,PROD-25,Seasoning,2,MXN,198.0,,84.51,,CIUDAD GENERAL ESCOBEDO,NUEVO LEON,MX,CreditCard,False
ORD-0581,2026-02-16 18:36:30,2026-02-17 20:38:20,Shipped,MX,Platform,Standard,PROD-11,Bundle,1,MXN,549.9,,,,ACAPULCO DE JUAREZ,GUERRERO,MX,GiftCertificate,False
ORD-0400,2026-02-16 17:40:38,2026-02-16 17:45:35,Cancelled,MX,Platform,Expedited,PROD-11,Bundle,0,,,,,,REYNOSA,TAMAULIPAS,MX,CreditCard,False
ORD-0261,2026-02-16 15:46:33,2026-02-19 08:51:56,Shipped,MX,Platform,Standard,PROD-13,Bundle,2,MXN,1598.4,,,,AGUASCALIENTES,AGUASCALIENTES,MX,"GiftCertificate, CreditCard",False
ORD-0136,2026-02-16 13:33:46,2026-02-16 15:57:35,Shipped,MX,Seller,Standard,PROD-33,Seasoning,1,MXN,99.0,,80.13,,NAUCALPAN DE JUAREZ,MEXICO,MX,CreditCard,False
ORD-0341,2026-02-16 04:15:50,2026-02-16 22:27:22,Shipped,MX,Platform,Standard,PROD-11,Bundle,1,MXN,549.9,,,,TIERRA BLANCA,VERACRUZ DE IGNACIO DE LA LLAVE,MX,"GiftCertificate, CreditCard",False
ORD-0603,2026-02-16 02:27:11,2026-02-16 17:54:54,Shipped,MX,Platform,Standard,PROD-11,Bundle,1,MXN,549.9,,,,MONTERREY,NUEVO LEON,MX,CreditCard,False
ORD-0212,2026-02-16 01:46:04,2026-02-17 08:26:29,Shipped,MX,Seller,Standard,PROD-40,Smoked Salt,2,MXN,270.0,,86.16,,CIUDAD DE MEXICO,CIUDAD DE MEXICO,MX,CreditCard,False
ORD-0542,2026-02-16 01:35:47,2026-02-16 15:57:35,Shipped,MX,Seller,Standard,PROD-40,Smoked Salt,3,MXN,405.0,,89.24,,HUIXQUILUCAN DE DEGOLLADO,MÉXICO,MX,CreditCard,False
ORD-0300,2026-02-16 00:53:13,2026-02-16 09:55:47,Shipped,MX,Platform,Expedited,PROD-11,Bundle,1,MXN,549.9,,,,SANTIAGO,NUEVO LEON,MX,Installments,False
ORD-0481,2026-02-15 23:52:37,2026-02-16 16:58:38,Shipped,MX,Seller,Standard,PROD-40,Smoked Salt,2,MXN,270.0,,86.16,,CHIHUAHUA,CHIHUAHUA,MX,CreditCard,False
ORD-0007,2026-02-15 23:11:25,2026-02-17 18:13:02,Shipped,MX,Seller,Standard,PROD-40,Smoked Salt,1,MXN,135.0,,43.08,,CIUDAD APODACA,NUEVO LEON,MX,CreditCard,False
ORD-0007,2026-02-15 23:11:25,2026-02-17 18:13:02,Shipped,MX,Seller,Standard,PROD-46,Sauce,1,MXN,99.0,,44.41,,CIUDAD APODACA,NUEVO LEON,MX,CreditCard,False
ORD-0105,2026-02-15 21:04:45,2026-02-16 15:57:36,Shipped,MX,Seller,Standard,PROD-14,Bundle,1,MXN,600.0,,80.0,,CIUDAD DE MEXICO,CIUDAD DE MEXICO,MX,CreditCard,False
ORD-0115,2026-02-15 17:11:43,2026-02-16 15:59:57,Shipped,MX,Seller,Standard,PROD-12,Seasoning,1,MXN,80.0,,86.99,,MINATITLAN,VERACRUZ DE IGNACIO DE LA LLAVE,MX,CreditCard,False
ORD-0159,2026-02-15 16:54:57,2026-02-15 16:59:05,Cancelled,MX,Seller,Standard,PROD-12,Seasoning,0,,,,,,MINATITLAN,VERACRUZ DE IGNACIO DE LA LLAVE,MX,CreditCard,False
ORD-0182,2026-02-15 15:27:08,2026-02-16 16:00:37,Shipped,MX,Seller,Expedited,PROD-40,Smoked Salt,1,MXN,135.0,,153.08,,MERIDA,YUCATAN,MX,GiftCertificate,False
ORD-0532,2026-02-15 14:59:11,2026-02-15 20:13:02,Shipped,MX,Platform,Expedited,PROD-11,Bundle,1,MXN,549.9,,,,ZAPOPAN,JALISCO,MX,"Installments, GiftCertificate",False
ORD-0365,2026-02-15 12:49:55,2026-02-18 20:18:25,Shipped,MX,Platform,Expedited,PROD-11,Bundle,1,MXN,549.9,,8.75,,EL CERCADO,NUEVO LEON,MX,Installments,False
ORD-0178,2026-02-15 00:19:57,2026-02-16 15:57:34,Shipped,MX,Seller,Standard,PROD-40,Smoked Salt,1,MXN,135.0,,83.08,,TLAQUEPAQUE,JALISCO,MX,CreditCard,False
ORD-0596,2026-02-14 18:31:36,2026-02-16 19:27:12,Shipped,MX,Seller,Standard,PROD-27,Seasoning,4,MXN,340.0,,89.78,,GUADALAJARA,JALISCO,MX,CreditCard,False
ORD-0200,2026-02-14 16:32:16,2026-02-14 17:58:48,Shipped,MX,Platform,Expedited,PROD-11,Bundle,1,MXN,549.9,,,,CIUDAD DE MEXICO,CIUDAD DE MEXICO,MX,"GiftCertificate, CreditCard",False
ORD-0422,2026-02-14 16:14:30,2026-02-15 18:20:47,Shipped,MX,Platform,Expedited,PROD-13,Bundle,1,MXN,799.2,,,,HUIXQUILUCAN DE DEGOLLADO,MEXICO,MX,Installments,False
ORD-0301,2026-02-14 13:40:15,2026-02-15 10:05:07,Cancelled,MX,Platform,Expedited,PROD-11,Bundle,0,,,,,,EL CERCADO,NUEVO LEON,MX,Installments,False
ORD-0409,2026-02-14 04:54:38,2026-02-15 08:50:14,Shipped,MX,Seller,Standard,PROD-26,Seasoning,1,MXN,99.0,,22.44,,CIUDAD DE MEXICO,CIUDAD DE MEXICO,MX,CreditCard,False
ORD-0409,2026-02-14 04:54:38,2026-02-15 08:50:14,Shipped,MX,Seller,Standard,PROD-27,Seasoning,1,MXN,85.0,,22.44,,CIUDAD DE MEXICO,CIUDAD DE MEXICO,MX,CreditCard,False
ORD-0409,2026-02-14 04:54:38,2026-02-15 08:50:14,Shipped,MX,Seller,Standard,PROD-33,Seasoning,1,MXN,99.0,,20.13,,CIUDAD DE MEXICO,CIUDAD DE MEXICO,MX,CreditCard,False
ORD-0409,2026-02-14 04:54:38,2026-02-15 08:50:14,Shipped,MX,Seller,Standard,PROD-25,Seasoning,1,MXN,99.0,,22.25,,CIUDAD DE MEXICO,CIUDAD DE MEXICO,MX,CreditCard,False
ORD-0397,2026-02-14 02:12:12,2026-02-14 08:49:47,Shipped,MX,Platform,Expedited,PROD-13,Bundle,1,MXN,799.2,,,,HUIXQUILUCAN DE DEGOLLADO,MEXICO,MX,CreditCard,False
ORD-0287,2026-02-14 00:04:04,2026-02-14 15:35:18,Shipped,MX,Seller,Standard,PROD-17,Bundle,1,MXN,540.0,,93.08,,CIUDAD RIO BRAVO,TAMAULIPAS,MX,CreditCard,False
ORD-0258,2026-02-13 23:58:53,2026-02-17 22:20:09,Shipped,MX,Seller,Standard,PROD-54,Accessory,1,MXN,130.0,17.93,84.05,,Aguascalientes,Aguascalientes,MX,CreditCard,False
ORD-0260,2026-02-13 20:54:43,2026-02-14 08:58:06,Shipped,MX,Seller,Standard,PROD-40,Smoked Salt,1,MXN,135.0,,83.08,,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MX,"GiftCertificate, CreditCard",False
ORD-0613,2026-02-13 20:22:54,2026-02-16 05:50:00,Shipped,MX,Seller,Standard,PROD-24,Seasoning,1,MXN,99.0,,26.67,,AGUASCALIENTES,AGUASCALIENTES,MX,CreditCard,False
ORD-0613,2026-02-13 20:22:54,2026-02-16 05:50:00,Shipped,MX,Seller,Standard,PROD-23,Seasoning,1,MXN,99.0,,29.1,,AGUASCALIENTES,AGUASCALIENTES,MX,CreditCard,False
ORD-0613,2026-02-13 20:22:54,2026-02-16 05:50:00,Shipped,MX,Seller,Standard,PROD-25,Seasoning,1,MXN,99.0,,28.92,,AGUASCALIENTES,AGUASCALIENTES,MX,CreditCard,False
ORD-0043,2026-02-13 20:06:42,2026-02-15 08:33:06,Shipped,MX,Platform,Standard,PROD-11,Bundle,1,MXN,549.9,,,,SAN PEDRO CHOLULA,PUEBLA,MX,Other,False
ORD-0074,2026-02-13 07:34:52,2026-02-13 17:28:44,Shipped,MX,Platform,Expedited,PROD-11,Bundle,1,MXN,549.9,,,,CIUDAD DE MEXICO,CIUDAD DE MEXICO,MX,CreditCard,False
ORD-0538,2026-02-13 04:34:26,2026-02-13 15:16:32,Shipped,MX,Seller,Standard,PROD-49,Sauce,1,MXN,99.0,,44.51,,GARCIA,NUEVO LEON,MX,CreditCard,False
ORD-0538,2026-02-13 04:34:26,2026-02-13 15:16:32,Shipped,MX,Seller,Standard,PROD-47,Sauce,1,MXN,99.0,,40.0,,GARCIA,NUEVO LEON,MX,CreditCard,False
ORD-0067,2026-02-13 02:39:35,2026-02-13 16:34:28,Shipped,MX,Platform,Expedited,PROD-11,Bundle,1,MXN,549.9,,35.0,,CIUDAD ADOLFO LOPEZ MATEOS,MEXICO,MX,CreditCard,False
ORD-0012,2026-02-13 01:37:47,2026-02-13 15:16:36,Shipped,MX,Seller,Standard,PROD-31,Seasoning,1,MXN,99.0,,18.25,,NAVOJOA,SONORA,MX,CreditCard,False
ORD-0012,2026-02-13 01:37:47,2026-02-13 15:16:36,Shipped,MX,Seller,Standard,PROD-25,Seasoning,1,MXN,99.0,,18.25,,NAVOJOA,SONORA,MX,CreditCard,False
ORD-0012,2026-02-13 01:37:47,2026-02-13 15:16:36,Shipped,MX,Seller,Standard,PROD-23,Seasoning,1,MXN,99.0,,18.44,,NAVOJOA,SONORA,MX,CreditCard,False
ORD-0012,2026-02-13 01:37:47,2026-02-13 15:16:36,Shipped,MX,Seller,Standard,PROD-20,Seasoning,1,MXN,99.0,,18.25,,NAVOJOA,SONORA,MX,CreditCard,False
ORD-0012,2026-02-13 01:37:47,2026-02-13 15:16:36,Shipped,MX,Seller,Standard,PROD-22,Seasoning,1,MXN,99.0,,18.73,,NAVOJOA,SONORA,MX,CreditCard,False
ORD-0164,2026-02-12 23:50:33,2026-02-13 20:31:21,Shipped,MX,Platform,Standard,PROD-13,Bundle,1,MXN,799.2,,29.0,,MERIDA,YUCATAN,MX,CreditCard,False
ORD-0444,2026-02-12 22:53:28,2026-02-12 23:56:07,Shipped,MX,Seller,Standard,PROD-33,Seasoning,2,MXN,198.0,,80.25,,CENTRO,TABASCO,MX,CreditCard,False
ORD-0211,2026-02-12 20:58:25,2026-02-14 09:55:49,Shipped,MX,Platform,Standard,PROD-13,Bundle,1,MXN,799.2,,29.0,,SAN NICOLAS DE LOS GARZA,NUEVO LEON,MX,CreditCard,False
ORD-0333,2026-02-12 19:44:52,2026-02-14 04:50:52,Shipped,MX,Platform,Standard,PROD-11,Bundle,1,MXN,549.9,,7.25,,SANTIAGO DE QUERETARO,QUERETARO,MX,CreditCard,False
ORD-0084,2026-02-12 17:20:07,2026-02-12 19:56:20,Shipped,MX,Platform,Expedited,PROD-11,Bundle,1,MXN,549.9,,45.0,,ZAPOPAN,JALISCO,MX,CreditCard,False
ORD-0279,2026-02-12 12:17:13,2026-02-12 20:21:29,Shipped,MX,Seller,Standard,PROD-33,Seasoning,1,MXN,99.0,,26.79,,CIUDAD DE MEXICO,CIUDAD DE MEXICO,MX,CreditCard,False
ORD-0279,2026-02-12 12:17:13,2026-02-12 20:21:29,Shipped,MX,Seller,Standard,PROD-38,Smoked Salt,1,MXN,135.0,,29.69,,CIUDAD DE MEXICO,CIUDAD DE MEXICO,MX,CreditCard,False
ORD-0279,2026-02-12 12:17:13,2026-02-12 20:21:29,Shipped,MX,Seller,Standard,PROD-31,Seasoning,1,MXN,99.0,,28.92,,CIUDAD DE MEXICO,CIUDAD DE MEXICO,MX,CreditCard,False
ORD-0449,2026-02-12 08:53:01,2026-02-14 16:27:12,Shipped,MX,Platform,Standard,PROD-13,Bundle,1,MXN,799.2,,,,MEXICALI,BAJA CALIFORNIA,MX,CreditCard,False
ORD-0080,2026-02-12 07:26:57,2026-02-18 16:28:53,Shipped,MX,Seller,Standard,PROD-14,Bundle,1,MXN,600.0,,80.0,,SAN JOSE DEL CABO,BAJA CALIFORNIA SUR,MX,CreditCard,False
ORD-0024,2026-02-12 04:12:52,2026-02-13 08:51:59,Shipped,MX,Platform,Standard,PROD-11,Bundle,1,MXN,549.9,,,,LERMA,MÉXICO,MX,CreditCard,False
ORD-0288,2026-02-12 02:12:42,2026-02-12 09:54:33,Shipped,MX,Platform,Expedited,PROD-11,Bundle,1,MXN,549.9,,,,MONTERREY,NUEVO LEON,MX,CreditCard,False
ORD-0302,2026-02-12 00:31:28,2026-02-12 18:28:37,Shipped,MX,Platform,Standard,PROD-11,Bundle,1,MXN,549.9,,,,COATZACOALCOS,VERACRUZ DE IGNACIO DE LA LLAVE,MX,CreditCard,False
ORD-0281,2026-02-12 00:17:53,2026-02-14 04:52:15,Shipped,MX,Platform,Standard,PROD-11,Bundle,1,MXN,549.9,,,,MONCLOVA,COAHUILA DE ZARAGOZA,MX,CreditCard,False
ORD-0245,2026-02-11 21:37:10,2026-02-11 22:35:39,Shipped,MX,Seller,Standard,PROD-22,Seasoning,3,MXN,297.0,,68.19,,CULIACAN ROSALES,SINALOA,MX,CreditCard,False
ORD-0245,2026-02-11 21:37:10,2026-02-11 22:35:39,Shipped,MX,Seller,Standard,PROD-17,Bundle,1,MXN,540.0,,33.08,,CULIACAN ROSALES,SINALOA,MX,CreditCard,False
ORD-0291,2026-02-11 18:38:53,2026-02-12 09:55:02,Shipped,MX,Platform,Expedited,PROD-11,Bundle,1,MXN,549.9,,,,MONTERREY,NUEVO LEON,MX,CreditCard,False
ORD-0330,2026-02-11 14:09:42,2026-02-11 15:01:24,Shipped,MX,Seller,Standard,PROD-49,Sauce,3,MXN,297.0,,93.53,,GUADALAJARA,JALISCO,MX,CreditCard,False
ORD-0138,2026-02-11 13:39:01,2026-02-11 15:01:26,Shipped,MX,Seller,Standard,PROD-12,Seasoning,4,MXN,320.0,,107.94,,Puebla,Puebla,MX,CreditCard,False
ORD-0189,2026-02-11 05:55:12,2026-02-13 04:56:27,Shipped,MX,Platform,Standard,PROD-11,Bundle,1,MXN,549.9,,11.66,,TOLUCA DE LERDO,MEXICO,MX,CreditCard,False
ORD-0166,2026-02-11 04:29:22,2026-02-13 11:13:41,Shipped,MX,Platform,Expedited,PROD-11,Bundle,1,MXN,549.9,,,,HERMOSILLO,SONORA,MX,CreditCard,False
ORD-0297,2026-02-10 22:43:39,2026-02-13 06:10:38,Shipped,MX,Platform,Expedited,PROD-41,Smoked Salt,2,MXN,396.0,,,,ZAPOPAN,JALISCO,MX,CreditCard,False
ORD-0010,2026-02-10 22:06:18,2026-02-10 23:04:03,Shipped,MX,Seller,Standard,PROD-36,Seasoning,1,MXN,99.0,,29.39,,MORELIA,MICHOACÁN DE OCAMPO,MX,Other,False
ORD-0010,2026-02-10 22:06:18,2026-02-10 23:04:03,Shipped,MX,Seller,Standard,PROD-33,Seasoning,1,MXN,99.0,,26.8,,MORELIA,MICHOACÁN DE OCAMPO,MX,Other,False
ORD-0010,2026-02-10 22:06:18,2026-02-10 23:04:03,Shipped,MX,Seller,Standard,PROD-22,Seasoning,1,MXN,99.0,,29.4,,MORELIA,MICHOACÁN DE OCAMPO,MX,Other,False
ORD-0197,2026-02-10 21:38:14,2026-02-11 04:20:54,Shipped,MX,Platform,Expedited,PROD-11,Bundle,1,MXN,549.9,,,,CIUDAD DE MEXICO,CIUDAD DE MEXICO,MX,CreditCard,False
ORD-0232,2026-02-10 19:57:10,2026-02-11 19:39:10,Shipped,MX,Platform,Standard,PROD-01,Seasoning,1,MXN,470.0,,,,SAN MARTIN DE LAS PIRAMIDES,MEXICO,MX,CreditCard,False
ORD-0320,2026-02-10 19:34:45,2026-02-11 17:02:41,Shipped,MX,Platform,Standard,PROD-11,Bundle,1,MXN,549.9,,29.0,,CHIHUAHUA,CHIHUAHUA,MX,CreditCard,False
ORD-0607,2026-02-10 16:38:44,2026-02-11 08:49:54,Shipped,MX,Platform,Expedited,PROD-41,Smoked Salt,1,MXN,198.0,,,,CUAUTITLAN IZCALLI,MEXICO,MX,CreditCard,False
ORD-0266,2026-02-10 14:11:09,2026-02-10 18:28:15,Shipped,MX,Platform,Expedited,PROD-41,Smoked Salt,1,MXN,198.0,,,,SANTIAGO DE QUERETARO,QUERETARO,MX,CreditCard,False
ORD-0085,2026-02-10 05:19:02,2026-02-11 06:09:32,Shipped,MX,Platform,Standard,PROD-11,Bundle,1,MXN,549.9,,,,HEROICA GUAYMAS,SONORA,MX,CreditCard,False
ORD-0175,2026-02-10 00:18:34,2026-02-10 22:45:04,Shipped,MX,Platform,Standard,PROD-13,Bundle,1,MXN,999.0,,1.32,,TEPATITLAN DE MORELOS,JALISCO,MX,CreditCard,False
ORD-0548,2026-02-09 23:06:31,2026-02-10 09:49:50,Shipped,MX,Platform,Expedited,PROD-41,Smoked Salt,1,MXN,198.0,,,,MONTERREY,NUEVO LEON,MX,CreditCard,False
ORD-0219,2026-02-09 22:11:25,2026-02-09 22:17:17,Cancelled,MX,Seller,Standard,PROD-22,Seasoning,0,,,,,,HUEYPOXTLA,MEXICO,MX,CreditCard,False
ORD-0219,2026-02-09 22:11:25,2026-02-09 22:17:17,Cancelled,MX,Seller,Standard,PROD-29,Seasoning,0,,,,,,HUEYPOXTLA,MEXICO,MX,CreditCard,False
ORD-0219,2026-02-09 22:11:25,2026-02-09 22:17:17,Cancelled,MX,Seller,Standard,PROD-26,Seasoning,0,,,,,,HUEYPOXTLA,MEXICO,MX,CreditCard,False
ORD-0317,2026-02-09 20:23:05,2026-02-11 22:43:43,Shipped,MX,Platform,Standard,PROD-01,Seasoning,1,MXN,470.0,,,,CIUDAD DE MEXICO,CIUDAD DE MEXICO,MX,CreditCard,False
ORD-0491,2026-02-09 19:40:05,2026-02-11 06:07:42,Shipped,MX,Platform,Standard,PROD-11,Bundle,1,MXN,549.9,,,,MORELIA,MICHOACAN DE OCAMPO,MX,CreditCard,False
ORD-0391,2026-02-09 18:58:23,2026-02-09 23:33:21,Shipped,MX,Platform,Expedited,PROD-41,Smoked Salt,1,MXN,198.0,,,,HUIXQUILUCAN DE DEGOLLADO,MÉXICO,MX,CreditCard,False
ORD-0214,2026-02-09 18:58:23,2026-02-09 23:34:25,Shipped,MX,Seller,Standard,PROD-39,Smoked Salt,1,MXN,135.0,,29.69,,HUIXQUILUCAN DE DEGOLLADO,MÉXICO,MX,CreditCard,False
ORD-0214,2026-02-09 18:58:23,2026-02-09 23:34:25,Shipped,MX,Seller,Standard,PROD-22,Seasoning,1,MXN,99.0,,29.4,,HUIXQUILUCAN DE DEGOLLADO,MÉXICO,MX,CreditCard,False
ORD-0214,2026-02-09 18:58:23,2026-02-09 23:34:25,Shipped,MX,Seller,Standard,PROD-31,Seasoning,1,MXN,99.0,,28.91,,HUIXQUILUCAN DE DEGOLLADO,MÉXICO,MX,CreditCard,False
ORD-0154,2026-02-09 17:14:23,2026-02-09 20:17:39,Cancelled,MX,Platform,Expedited,PROD-13,Bundle,0,,,,,,CULIACAN ROSALES,SINALOA,MX,Installments,False
ORD-0076,2026-02-09 14:19:18,2026-02-10 20:10:58,Shipped,MX,Platform,Standard,PROD-11,Bundle,1,MXN,549.9,,14.5,,Monclova,Coahuila,MX,CreditCard,False
ORD-0093,2026-02-09 12:51:58,2026-02-09 20:17:41,Shipped,MX,Platform,Expedited,PROD-13,Bundle,1,MXN,799.2,,,,CIUDAD DE MEXICO,CIUDAD DE MEXICO,MX,CreditCard,False
ORD-0431,2026-02-09 00:19:17,2026-02-09 08:43:00,Shipped,MX,Platform,Expedited,PROD-41,Smoked Salt,1,MXN,198.0,,,,CIUDAD ADOLFO LOPEZ MATEOS,MEXICO,MX,CreditCard,False
ORD-0069,2026-02-09 00:15:31,2026-02-09 22:38:22,Shipped,MX,Seller,Standard,PROD-40,Smoked Salt,4,MXN,540.0,,92.32,,TLAPACOYAN,VERACRUZ DE IGNACIO DE LA LLAVE,MX,CreditCard,False
ORD-0016,2026-02-08 22:30:57,2026-02-09 15:38:07,Shipped,MX,Seller,Standard,PROD-30,Seasoning,1,MXN,99.0,,81.27,,GARCIA,NUEVO LEON,MX,CreditCard,False
ORD-0193,2026-02-08 22:16:12,2026-02-09 15:35:10,Shipped,MX,Seller,Standard,PROD-17,Bundle,3,MXN,1620.0,,119.24,,IRAPUATO,GUANAJUATO,MX,CreditCard,False
ORD-0376,2026-02-08 22:14:52,2026-02-08 22:15:25,Cancelled,MX,Seller,Standard,PROD-17,Bundle,0,,,,,,BAHIA DE BANDERAS,NAYARIT,MX,CreditCard,False
ORD-0089,2026-02-08 16:20:39,2026-02-09 22:36:00,Shipped,MX,Platform,Standard,PROD-11,Bundle,1,MXN,549.9,,,,EBANO,SAN LUIS POTOSI,MX,CreditCard,False
ORD-0519,2026-02-08 15:01:46,2026-02-09 15:38:34,Shipped,MX,Seller,Standard,PROD-40,Smoked Salt,1,MXN,135.0,,29.75,,CORREGIDORA,QUERETARO,MX,CreditCard,False
ORD-0519,2026-02-08 15:01:46,2026-02-09 15:38:34,Shipped,MX,Seller,Standard,PROD-33,Seasoning,2,MXN,198.0,,53.58,,CORREGIDORA,QUERETARO,MX,CreditCard,False
ORD-0118,2026-02-08 14:46:32,2026-02-09 15:37:18,Shipped,MX,Seller,Standard,PROD-12,Seasoning,2,MXN,160.0,,93.97,,CORREGIDORA,QUERETARO,MX,CreditCard,False
ORD-0410,2026-02-08 14:42:39,2026-02-09 15:35:09,Shipped,MX,Seller,Standard,PROD-25,Seasoning,2,MXN,198.0,,84.51,,CORREGIDORA,QUERETARO,MX,CreditCard,False
ORD-0435,2026-02-08 14:42:10,2026-02-09 15:35:07,Shipped,MX,Seller,Standard,PROD-29,Seasoning,2,MXN,198.0,27.32,73.3,,CORREGIDORA,QUERETARO,MX,CreditCard,False
ORD-0034,2026-02-08 05:35:20,2026-02-08 20:39:09,Shipped,MX,Platform,Standard,PROD-11,Bundle,1,MXN,549.9,,,,CIUDAD DE MEXICO,CIUDAD DE MEXICO,MX,CreditCard,False
ORD-0001,2026-02-08 05:05:34,2026-02-09 10:03:10,Shipped,MX,Platform,Expedited,PROD-41,Smoked Salt,1,MXN,198.0,,,,SAN PEDRO GARZA GARCIA,NUEVO LEON,MX,CreditCard,False
ORD-0614,2026-02-08 03:33:15,2026-02-09 15:37:58,Shipped,MX,Seller,Standard,PROD-22,Seasoning,6,MXN,594.0,,96.38,,IRAPUATO,GUANAJUATO,MX,CreditCard,False
ORD-0554,2026-02-08 01:04:29,2026-02-08 10:31:37,Shipped,MX,Platform,Expedited,PROD-41,Smoked Salt,1,MXN,198.0,,,,ZAPOPAN,JALISCO,MX,CreditCard,False
ORD-0370,2026-02-08 00:29:13,2026-02-08 20:00:43,Shipped,MX,Platform,Standard,PROD-11,Bundle,1,MXN,549.9,,,,CULIACAN ROSALES,SINALOA,MX,CreditCard,False
ORD-0356,2026-02-07 22:16:54,2026-02-08 06:41:59,Shipped,MX,Platform,Expedited,PROD-13,Bundle,1,MXN,799.2,,,,CIUDAD DE MEXICO,CIUDAD DE MEXICO,MX,CreditCard,False
ORD-0454,2026-02-07 21:49:32,2026-02-09 15:35:10,Shipped,MX,Seller,Standard,PROD-17,Bundle,1,MXN,540.0,,93.08,,HUIXQUILUCAN DE DEGOLLADO,MEXICO,MX,CreditCard,False
ORD-0552,2026-02-07 21:46:45,2026-02-08 16:24:36,Shipped,MX,Platform,Standard,PROD-41,Smoked Salt,1,MXN,198.0,,,,Mérida,Yucatán,MX,CreditCard,False
ORD-0023,2026-02-07 20:41:16,2026-02-09 06:41:54,Shipped,MX,Platform,Expedited,PROD-41,Smoked Salt,1,MXN,198.0,,,,CIUDAD DE MEXICO,CIUDAD DE MEXICO,MX,CreditCard,False
ORD-0473,2026-02-07 19:27:17,2026-02-08 09:54:32,Shipped,MX,Platform,Expedited,PROD-13,Bundle,1,MXN,799.2,,,,CIUDAD GENERAL ESCOBEDO,NUEVO LEON,MX,CreditCard,False
ORD-0117,2026-02-07 18:46:19,2026-02-08 06:37:24,Shipped,MX,Platform,Expedited,PROD-11,Bundle,1,MXN,549.9,,,,CIUDAD DE MEXICO,CIUDAD DE MEXICO,MX,CreditCard,False
ORD-0090,2026-02-07 17:10:04,2026-02-09 19:14:53,Shipped,MX,Seller,Standard,PROD-14,Bundle,2,MXN,1200.0,,80.0,,SOLIDARIDAD,QUINTANA ROO,MX,CreditCard,False
ORD-0183,2026-02-07 05:12:38,2026-02-07 10:00:53,Shipped,MX,Platform,Expedited,PROD-13,Bundle,1,MXN,799.2,,,,CIUDAD BENITO JUAREZ,NUEVO LEON,MX,CreditCard,False
ORD-0496,2026-02-07 03:24:11,2026-02-09 15:38:10,Shipped,MX,Seller,Standard,PROD-40,Smoked Salt,1,MXN,135.0,,83.08,,GUADALAJARA,JALISCO,MX,CreditCard,False
ORD-0412,2026-02-06 22:59:09,2026-02-08 04:29:14,Shipped,MX,Platform,Standard,PROD-13,Bundle,1,MXN,799.2,,29.0,,IXTAPALUCA,MEXICO,MX,CreditCard,False
ORD-0019,2026-02-06 21:49:42,2026-02-07 10:02:14,Shipped,MX,Platform,Expedited,PROD-41,Smoked Salt,1,MXN,198.0,,,,MONTERREY,NUEVO LEON,MX,CreditCard,False
ORD-0429,2026-02-06 18:09:24,2026-02-08 04:30:20,Shipped,MX,Seller,Standard,PROD-53,Accessory,1,MXN,450.0,62.07,49.57,,IXTAPALUCA,MEXICO,MX,GiftCertificate,False
ORD-0429,2026-02-06 18:09:24,2026-02-08 04:30:20,Shipped,MX,Seller,Standard,PROD-27,Seasoning,1,MXN,85.0,,42.44,,IXTAPALUCA,MEXICO,MX,GiftCertificate,False
ORD-0536,2026-02-06 16:40:35,2026-02-07 04:25:29,Shipped,MX,Seller,Standard,PROD-49,Sauce,2,MXN,198.0,,89.02,,VERACRUZ,VERACRUZ DE IGNACIO DE LA LLAVE,MX,CreditCard,False
ORD-0145,2026-02-06 15:29:41,2026-02-07 17:03:39,Shipped,MX,Platform,Expedited,PROD-11,Bundle,1,MXN,549.9,,,,JUAN ALDAMA,CHIHUAHUA,MX,CreditCard,False
ORD-0303,2026-02-06 15:25:18,2026-02-06 16:53:27,Shipped,MX,Seller,Standard,PROD-31,Seasoning,1,MXN,99.0,,82.25,,tlalnepantla de baz,Estado de Mexico,MX,CreditCard,False
